grams,yardage,yarn_weight_wpi,ratio
50.0,120.0,12,2.4
113.0,420.0,14,3.7168141592920354
100.0,264.0,11,2.64
100.0,438.0,14,4.38
100.0,437.0,14,4.37
85.0,250.0,12,2.9411764705882355
100.0,200.0,9,2.0
50.0,197.0,11,3.94
50.0,120.0,9,2.4
100.0,306.0,12,3.06
100.0,400.0,14,4.0
100.0,438.0,14,4.38
100.0,400.0,14,4.0
50.0,200.0,14,4.0
100.0,420.0,14,4.2
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,500.0,14,5.0
227.0,214.0,7,0.9427312775330396
100.0,400.0,14,4.0
50.0,60.0,7,1.2
400.0,393.0,7,0.9825
50.0,109.0,7,2.18
50.0,88.0,9,1.76
100.0,200.0,7,2.0
40.0,112.0,11,2.8
100.0,246.0,11,2.46
150.0,459.0,8,3.06
25.0,95.0,14,3.8
50.0,189.0,12,3.78
100.0,370.0,14,3.7
100.0,218.0,9,2.18
50.0,196.0,12,3.92
50.0,262.0,11,5.24
100.0,220.0,11,2.2
50.0,73.0,8,1.46
50.0,104.0,11,2.08
50.0,82.0,9,1.64
113.0,250.0,9,2.2123893805309733
100.0,149.0,8,1.49
50.0,115.0,8,2.3
100.0,150.0,8,1.5
50.0,100.0,8,2.0
50.0,141.0,12,2.82
227.0,500.0,8,2.202643171806167
100.0,164.0,9,1.64
50.0,81.0,8,1.62
100.0,459.0,11,4.59
100.0,220.0,9,2.2
100.0,138.0,8,1.38
100.0,438.0,14,4.38
50.0,218.0,12,4.36
150.0,540.0,12,3.6
100.0,246.0,11,2.46
227.0,600.0,9,2.643171806167401
100.0,400.0,14,4.0
50.0,109.0,11,2.18
119.0,200.0,9,1.680672268907563
100.0,430.0,14,4.3
100.0,147.0,7,1.47
100.0,181.0,8,1.81
150.0,820.0,14,5.466666666666667
100.0,328.0,12,3.28
150.0,410.0,12,2.7333333333333334
50.0,164.0,11,3.28
50.0,82.0,7,1.64
100.0,400.0,14,4.0
100.0,405.0,14,4.05
100.0,459.0,14,4.59
100.0,153.0,7,1.53
50.0,114.0,11,2.28
50.0,71.0,7,1.42
100.0,196.0,7,1.96
100.0,465.0,14,4.65
100.0,254.0,11,2.54
100.0,437.0,14,4.37
85.0,100.0,9,1.1764705882352942
115.0,480.0,14,4.173913043478261
227.0,550.0,8,2.4229074889867843
100.0,437.0,14,4.37
50.0,74.0,8,1.48
50.0,110.0,7,2.2
50.0,74.0,8,1.48
50.0,164.0,11,3.28
100.0,246.0,9,2.46
100.0,300.0,11,3.0
50.0,164.0,12,3.28
50.0,87.0,7,1.74
115.0,378.0,12,3.2869565217391306
150.0,600.0,14,4.0
100.0,255.0,8,2.55
50.0,100.0,8,2.0
500.0,2297.0,14,4.594
50.0,148.0,12,2.96
50.0,136.0,9,2.72
50.0,219.0,14,4.38
100.0,109.0,7,1.09
50.0,98.0,11,1.96
50.0,56.0,7,1.12
50.0,109.0,8,2.18
100.0,285.0,11,2.85
100.0,229.0,8,2.29
100.0,435.0,14,4.35
50.0,148.0,9,2.96
50.0,137.0,11,2.74
100.0,112.0,11,1.12
20.0,87.0,12,4.35
50.0,110.0,11,2.2
50.0,104.0,9,2.08
453.0,750.0,8,1.6556291390728477
50.0,120.0,11,2.4
50.0,105.0,11,2.1
30.0,48.0,7,1.6
100.0,437.0,14,4.37
50.0,126.0,11,2.52
100.0,220.0,11,2.2
100.0,580.0,14,5.8
105.0,200.0,12,1.9047619047619047
50.0,131.0,7,2.62
50.0,196.0,14,3.92
100.0,109.0,7,1.09
100.0,163.0,7,1.63
50.0,219.0,14,4.38
50.0,98.0,7,1.96
50.0,148.0,11,2.96
50.0,164.0,12,3.28
100.0,200.0,11,2.0
50.0,130.0,12,2.6
100.0,400.0,14,4.0
100.0,110.0,7,1.1
100.0,400.0,14,4.0
100.0,293.0,9,2.93
100.0,210.0,9,2.1
50.0,78.0,9,1.56
225.0,300.0,7,1.3333333333333333
50.0,120.0,12,2.4
100.0,448.0,14,4.48
50.0,54.0,7,1.08
20.0,81.0,14,4.05
50.0,106.0,11,2.12
50.0,71.0,8,1.42
100.0,120.0,8,1.2
40.0,131.0,9,3.275
50.0,76.0,7,1.52
50.0,153.0,12,3.06
25.0,109.0,8,4.36
50.0,99.0,7,1.98
130.0,500.0,14,3.8461538461538463
50.0,126.0,12,2.52
25.0,109.0,14,4.36
25.0,31.0,14,1.24
50.0,109.0,8,2.18
57.0,100.0,9,1.7543859649122806
50.0,95.0,7,1.9
50.0,110.0,12,2.2
50.0,230.0,12,4.6
100.0,273.0,9,2.73
100.0,109.0,8,1.09
50.0,93.0,9,1.86
100.0,200.0,9,2.0
50.0,65.0,7,1.3
50.0,79.0,8,1.58
40.0,142.0,11,3.55
50.0,153.0,7,3.06
40.0,109.0,11,2.725
50.0,230.0,14,4.6
50.0,93.0,14,1.86
50.0,120.0,9,2.4
40.0,65.0,8,1.625
100.0,197.0,9,1.97
40.0,96.0,7,2.4
50.0,219.0,14,4.38
25.0,109.0,14,4.36
50.0,87.0,7,1.74
50.0,50.0,8,1.0
50.0,164.0,12,3.28
50.0,104.0,8,2.08
75.0,230.0,11,3.066666666666667
50.0,120.0,9,2.4
50.0,114.0,11,2.28
50.0,120.0,8,2.4
50.0,164.0,12,3.28
57.0,194.0,12,3.4035087719298245
50.0,137.0,11,2.74
100.0,350.0,11,3.5
50.0,77.0,8,1.54
100.0,319.0,12,3.19
40.0,66.0,7,1.65
200.0,309.0,8,1.545
50.0,74.0,11,1.48
60.0,200.0,11,3.3333333333333335
50.0,142.0,11,2.84
100.0,142.0,7,1.42
100.0,437.0,14,4.37
50.0,109.0,11,2.18
100.0,394.0,14,3.94
50.0,196.0,14,3.92
50.0,109.0,8,2.18
500.0,2187.0,14,4.374
70.0,114.0,8,1.6285714285714286
100.0,246.0,11,2.46
100.0,207.0,11,2.07
100.0,400.0,14,4.0
100.0,246.0,11,2.46
100.0,175.0,8,1.75
114.0,332.0,11,2.912280701754386
100.0,437.0,14,4.37
100.0,317.0,11,3.17
50.0,202.0,12,4.04
100.0,437.0,14,4.37
50.0,60.0,7,1.2
250.0,902.0,12,3.608
100.0,459.0,14,4.59
100.0,328.0,12,3.28
40.0,37.0,7,0.925
100.0,221.0,8,2.21
100.0,400.0,14,4.0
50.0,219.0,12,4.38
100.0,284.0,11,2.84
71.0,128.0,11,1.8028169014084507
50.0,149.0,14,2.98
175.0,669.0,14,3.822857142857143
100.0,150.0,8,1.5
114.0,450.0,14,3.9473684210526314
30.0,118.0,14,3.933333333333333
50.0,90.0,7,1.8
100.0,225.0,11,2.25
50.0,98.0,7,1.96
100.0,437.0,14,4.37
200.0,404.0,8,2.02
85.0,243.0,11,2.8588235294117648
30.0,35.0,9,1.1666666666666667
50.0,65.0,9,1.3
50.0,137.0,11,2.74
226.0,310.0,8,1.3716814159292035
50.0,105.0,9,2.1
113.0,185.0,8,1.6371681415929205
50.0,190.0,14,3.8
85.0,200.0,11,2.3529411764705883
50.0,51.0,7,1.02
50.0,191.0,12,3.82
20.0,71.0,11,3.55
50.0,124.0,8,2.48
50.0,98.0,9,1.96
100.0,350.0,12,3.5
50.0,90.0,9,1.8
50.0,87.0,8,1.74
100.0,320.0,11,3.2
50.0,200.0,12,4.0
100.0,437.0,14,4.37
100.0,175.0,11,1.75
50.0,87.0,7,1.74
100.0,142.0,7,1.42
50.0,99.0,7,1.98
50.0,252.0,12,5.04
100.0,300.0,12,3.0
50.0,119.0,7,2.38
57.0,192.0,12,3.3684210526315788
50.0,90.0,9,1.8
50.0,153.0,12,3.06
100.0,287.0,12,2.87
100.0,218.0,8,2.18
50.0,109.0,9,2.18
50.0,125.0,11,2.5
50.0,120.0,8,2.4
30.0,110.0,12,3.6666666666666665
50.0,130.0,11,2.6
35.0,87.0,7,2.4857142857142858
50.0,137.0,12,2.74
50.0,38.0,7,0.76
50.0,110.0,7,2.2
114.0,210.0,9,1.8421052631578947
25.0,123.0,11,4.92
113.0,337.0,11,2.982300884955752
50.0,130.0,9,2.6
50.0,180.0,9,3.6
40.0,87.0,9,2.175
25.0,125.0,9,5.0
100.0,180.0,8,1.8
50.0,225.0,14,4.5
50.0,65.0,7,1.3
100.0,164.0,9,1.64
100.0,459.0,14,4.59
100.0,273.0,11,2.73
100.0,167.0,8,1.67
40.0,57.0,7,1.425
50.0,131.0,11,2.62
50.0,60.0,7,1.2
50.0,284.0,14,5.68
50.0,71.0,9,1.42
50.0,164.0,8,3.28
100.0,295.0,11,2.95
453.0,2000.0,14,4.415011037527594
100.0,163.0,8,1.63
50.0,77.0,8,1.54
50.0,82.0,7,1.64
50.0,269.0,14,5.38
200.0,459.0,11,2.295
200.0,897.0,11,4.485
120.0,66.0,7,0.55
50.0,191.0,9,3.82
100.0,176.0,8,1.76
50.0,98.0,9,1.96
50.0,64.0,7,1.28
50.0,100.0,8,2.0
50.0,99.0,9,1.98
50.0,165.0,9,3.3
50.0,180.0,11,3.6
50.0,197.0,14,3.94
100.0,218.0,9,2.18
56.0,122.0,9,2.1785714285714284
21.0,40.0,9,1.9047619047619047
100.0,328.0,12,3.28
220.0,342.0,7,1.5545454545454545
50.0,120.0,11,2.4
500.0,897.0,9,1.794
50.0,109.0,9,2.18
50.0,182.0,12,3.64
50.0,98.0,7,1.96
100.0,181.0,9,1.81
100.0,191.0,7,1.91
50.0,87.0,7,1.74
40.0,109.0,14,2.725
50.0,148.0,14,2.96
40.0,65.0,7,1.625
100.0,137.0,11,1.37
50.0,71.0,7,1.42
50.0,125.0,12,2.5
50.0,105.0,7,2.1
50.0,104.0,9,2.08
50.0,220.0,7,4.4
25.0,71.0,11,2.84
50.0,109.0,11,2.18
50.0,84.0,8,1.68
40.0,151.0,14,3.775
40.0,104.0,12,2.6
100.0,39.0,12,0.39
100.0,240.0,11,2.4
50.0,71.0,7,1.42
10.0,11.0,7,1.1
113.0,280.0,11,2.47787610619469
113.0,400.0,14,3.5398230088495577
100.0,459.0,14,4.59
100.0,105.0,7,1.05
50.0,219.0,14,4.38
50.0,44.0,7,0.88
50.0,109.0,11,2.18
50.0,110.0,9,2.2
100.0,109.0,7,1.09
50.0,138.0,12,2.76
50.0,142.0,11,2.84
50.0,127.0,9,2.54
100.0,219.0,9,2.19
50.0,184.0,11,3.68
50.0,93.0,8,1.86
50.0,105.0,7,2.1
100.0,144.0,8,1.44
50.0,252.0,14,5.04
227.0,644.0,8,2.8370044052863435
226.0,550.0,11,2.433628318584071
50.0,81.0,8,1.62
25.0,61.0,8,2.44
50.0,115.0,11,2.3
50.0,60.0,8,1.2
100.0,180.0,11,1.8
50.0,133.0,12,2.66
100.0,93.0,7,0.93
100.0,437.0,14,4.37
50.0,86.0,7,1.72
50.0,136.0,12,2.72
35.0,48.0,7,1.3714285714285714
453.0,520.0,7,1.1479028697571745
50.0,164.0,8,3.28
50.0,71.0,9,1.42
240.0,1061.0,14,4.420833333333333
100.0,350.0,14,3.5
25.0,71.0,12,2.84
150.0,820.0,11,5.466666666666667
113.0,205.0,8,1.8141592920353982
50.0,98.0,7,1.96
200.0,413.0,11,2.065
50.0,218.0,14,4.36
100.0,196.0,8,1.96
40.0,85.0,11,2.125
50.0,120.0,9,2.4
50.0,38.0,7,0.76
40.0,85.0,8,2.125
100.0,251.0,8,2.51
50.0,66.0,7,1.32
100.0,241.0,11,2.41
50.0,125.0,9,2.5
50.0,65.0,7,1.3
100.0,437.0,14,4.37
40.0,175.0,12,4.375
50.0,98.0,8,1.96
50.0,82.0,9,1.64
100.0,109.0,7,1.09
100.0,186.0,9,1.86
100.0,437.0,14,4.37
100.0,317.0,11,3.17
50.0,164.0,7,3.28
56.0,182.0,14,3.25
100.0,115.0,7,1.15
25.0,120.0,14,4.8
50.0,109.0,7,2.18
50.0,68.0,7,1.36
50.0,103.0,11,2.06
50.0,147.0,11,2.94
100.0,437.0,14,4.37
100.0,131.0,7,1.31
40.0,56.0,7,1.4
57.0,140.0,8,2.456140350877193
50.0,230.0,14,4.6
50.0,82.0,7,1.64
50.0,132.0,11,2.64
50.0,219.0,14,4.38
100.0,180.0,8,1.8
113.0,210.0,8,1.8584070796460177
100.0,175.0,8,1.75
100.0,435.0,14,4.35
100.0,109.0,9,1.09
113.0,200.0,8,1.7699115044247788
50.0,125.0,14,2.5
100.0,152.0,8,1.52
100.0,181.0,8,1.81
100.0,437.0,14,4.37
110.0,240.0,9,2.1818181818181817
50.0,104.0,11,2.08
100.0,437.0,14,4.37
100.0,252.0,11,2.52
100.0,393.0,14,3.93
50.0,328.0,12,6.56
100.0,219.0,8,2.19
100.0,437.0,14,4.37
100.0,459.0,14,4.59
50.0,82.0,7,1.64
50.0,93.0,7,1.86
100.0,437.0,14,4.37
100.0,365.0,12,3.65
100.0,437.0,14,4.37
50.0,137.0,11,2.74
100.0,365.0,14,3.65
50.0,109.0,8,2.18
100.0,106.0,7,1.06
110.0,418.0,14,3.8
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,273.0,11,2.73
100.0,437.0,14,4.37
100.0,492.0,14,4.92
120.0,216.0,9,1.8
150.0,344.0,8,2.2933333333333334
100.0,459.0,14,4.59
100.0,400.0,14,4.0
100.0,410.0,14,4.1
100.0,437.0,14,4.37
100.0,131.0,8,1.31
100.0,360.0,12,3.6
100.0,437.0,14,4.37
100.0,400.0,14,4.0
50.0,137.0,11,2.74
50.0,109.0,8,2.18
123.0,525.0,14,4.2682926829268295
50.0,137.0,12,2.74
100.0,400.0,14,4.0
50.0,110.0,7,2.2
50.0,186.0,12,3.72
454.0,630.0,7,1.3876651982378854
100.0,408.0,12,4.08
113.0,256.0,12,2.265486725663717
113.0,153.0,7,1.3539823008849559
230.0,1120.0,14,4.869565217391305
100.0,362.0,14,3.62
200.0,420.0,11,2.1
113.0,240.0,9,2.1238938053097347
50.0,60.0,7,1.2
100.0,440.0,14,4.4
113.0,250.0,9,2.2123893805309733
56.0,76.0,7,1.3571428571428572
50.0,92.0,9,1.84
150.0,600.0,11,4.0
105.0,420.0,14,4.0
100.0,230.0,11,2.3
50.0,198.0,14,3.96
110.0,275.0,12,2.5
150.0,420.0,12,2.8
10.0,36.0,9,3.6
100.0,230.0,11,2.3
50.0,100.0,11,2.0
100.0,400.0,14,4.0
100.0,231.0,9,2.31
100.0,230.0,11,2.3
50.0,131.0,11,2.62
200.0,546.0,12,2.73
50.0,95.0,8,1.9
75.0,160.0,9,2.1333333333333333
25.0,110.0,12,4.4
50.0,105.0,11,2.1
50.0,150.0,11,3.0
100.0,437.0,14,4.37
100.0,220.0,9,2.2
100.0,382.0,14,3.82
100.0,414.0,14,4.14
350.0,956.0,7,2.7314285714285713
100.0,338.0,12,3.38
90.0,200.0,9,2.2222222222222223
100.0,437.0,14,4.37
100.0,240.0,11,2.4
100.0,400.0,14,4.0
250.0,425.0,7,1.7
100.0,400.0,14,4.0
100.0,420.0,14,4.2
100.0,164.0,8,1.64
25.0,102.0,14,4.08
100.0,246.0,11,2.46
75.0,225.0,11,3.0
50.0,98.0,7,1.96
100.0,246.0,11,2.46
250.0,627.0,9,2.508
100.0,383.0,14,3.83
100.0,437.0,14,4.37
113.0,375.0,12,3.3185840707964602
100.0,430.0,14,4.3
50.0,184.0,14,3.68
100.0,286.0,12,2.86
100.0,91.0,7,0.91
100.0,434.0,14,4.34
115.0,190.0,8,1.6521739130434783
50.0,59.0,7,1.18
150.0,600.0,14,4.0
100.0,180.0,8,1.8
100.0,424.0,12,4.24
50.0,136.0,12,2.72
100.0,218.0,9,2.18
50.0,110.0,11,2.2
120.0,267.0,11,2.225
100.0,435.0,14,4.35
114.0,175.0,9,1.5350877192982457
50.0,112.0,12,2.24
100.0,437.0,14,4.37
150.0,427.0,12,2.8466666666666667
150.0,450.0,12,3.0
100.0,438.0,14,4.38
100.0,438.0,14,4.38
100.0,218.0,8,2.18
115.0,250.0,11,2.1739130434782608
100.0,246.0,11,2.46
100.0,437.0,14,4.37
100.0,246.0,11,2.46
113.0,224.0,12,1.9823008849557522
100.0,465.0,14,4.65
113.0,280.0,11,2.47787610619469
100.0,258.0,11,2.58
100.0,437.0,14,4.37
50.0,115.0,11,2.3
100.0,437.0,14,4.37
90.0,197.0,11,2.188888888888889
100.0,217.0,8,2.17
50.0,95.0,8,1.9
100.0,437.0,14,4.37
100.0,164.0,8,1.64
100.0,220.0,9,2.2
100.0,437.0,14,4.37
100.0,382.0,14,3.82
100.0,400.0,14,4.0
50.0,120.0,9,2.4
100.0,438.0,14,4.38
50.0,77.0,8,1.54
115.0,407.0,14,3.5391304347826087
50.0,137.0,9,2.74
113.0,450.0,14,3.982300884955752
50.0,219.0,14,4.38
100.0,187.0,8,1.87
100.0,438.0,14,4.38
100.0,175.0,8,1.75
120.0,230.0,9,1.9166666666666667
100.0,400.0,14,4.0
100.0,480.0,14,4.8
100.0,437.0,14,4.37
100.0,410.0,14,4.1
100.0,399.0,14,3.99
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,231.0,11,2.31
100.0,246.0,11,2.46
50.0,186.0,11,3.72
50.0,115.0,11,2.3
115.0,280.0,11,2.4347826086956523
100.0,437.0,14,4.37
100.0,250.0,9,2.5
100.0,200.0,9,2.0
100.0,218.0,9,2.18
10.0,438.0,14,43.8
100.0,436.0,14,4.36
100.0,218.0,9,2.18
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,291.0,9,2.91
50.0,121.0,8,2.42
100.0,437.0,14,4.37
100.0,440.0,14,4.4
50.0,219.0,14,4.38
100.0,437.0,14,4.37
115.0,420.0,14,3.652173913043478
100.0,399.0,14,3.99
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,181.0,8,1.81
113.0,280.0,11,2.47787610619469
50.0,133.0,11,2.66
100.0,357.0,14,3.57
142.0,250.0,9,1.7605633802816902
100.0,274.0,11,2.74
100.0,232.0,11,2.32
100.0,210.0,11,2.1
100.0,352.0,12,3.52
100.0,110.0,7,1.1
40.0,111.0,8,2.775
113.0,340.0,12,3.0088495575221237
100.0,246.0,11,2.46
100.0,306.0,12,3.06
100.0,399.0,14,3.99
20.0,80.0,14,4.0
100.0,180.0,8,1.8
100.0,426.0,14,4.26
100.0,437.0,14,4.37
100.0,246.0,11,2.46
100.0,435.0,14,4.35
100.0,437.0,14,4.37
100.0,224.0,11,2.24
100.0,370.0,12,3.7
100.0,425.0,14,4.25
100.0,110.0,7,1.1
100.0,200.0,11,2.0
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,246.0,11,2.46
100.0,290.0,11,2.9
100.0,465.0,14,4.65
100.0,400.0,14,4.0
115.0,210.0,9,1.826086956521739
100.0,435.0,14,4.35
100.0,328.0,12,3.28
50.0,128.0,9,2.56
100.0,246.0,11,2.46
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,246.0,12,2.46
100.0,328.0,12,3.28
100.0,372.0,12,3.72
100.0,399.0,14,3.99
100.0,437.0,14,4.37
100.0,231.0,11,2.31
100.0,361.0,14,3.61
100.0,290.0,12,2.9
115.0,256.0,11,2.226086956521739
100.0,210.0,9,2.1
100.0,231.0,11,2.31
20.0,93.0,14,4.65
113.0,200.0,9,1.7699115044247788
100.0,400.0,14,4.0
100.0,231.0,11,2.31
50.0,55.0,7,1.1
50.0,109.0,9,2.18
100.0,399.0,14,3.99
100.0,437.0,14,4.37
100.0,440.0,14,4.4
100.0,109.0,7,1.09
100.0,181.0,8,1.81
115.0,280.0,12,2.4347826086956523
50.0,159.0,12,3.18
100.0,437.0,14,4.37
50.0,215.0,14,4.3
100.0,437.0,14,4.37
100.0,262.0,11,2.62
100.0,254.0,11,2.54
50.0,137.0,11,2.74
100.0,437.0,14,4.37
50.0,200.0,14,4.0
82.0,250.0,12,3.048780487804878
100.0,400.0,14,4.0
150.0,401.0,11,2.6733333333333333
100.0,436.0,14,4.36
100.0,394.0,14,3.94
100.0,240.0,11,2.4
100.0,459.0,14,4.59
20.0,87.0,14,4.35
100.0,170.0,8,1.7
100.0,430.0,14,4.3
100.0,182.0,8,1.82
100.0,218.0,11,2.18
100.0,394.0,14,3.94
100.0,400.0,14,4.0
100.0,215.0,9,2.15
250.0,730.0,11,2.92
113.0,450.0,14,3.982300884955752
55.0,150.0,11,2.727272727272727
115.0,280.0,11,2.4347826086956523
100.0,416.0,14,4.16
100.0,231.0,11,2.31
100.0,437.0,14,4.37
100.0,437.0,14,4.37
50.0,120.0,11,2.4
100.0,437.0,14,4.37
115.0,400.0,12,3.4782608695652173
100.0,459.0,14,4.59
100.0,437.0,14,4.37
100.0,405.0,14,4.05
100.0,437.0,14,4.37
100.0,231.0,11,2.31
100.0,437.0,14,4.37
100.0,437.0,14,4.37
95.0,200.0,11,2.1052631578947367
111.0,437.0,14,3.936936936936937
100.0,232.0,11,2.32
100.0,246.0,11,2.46
115.0,378.0,14,3.2869565217391306
100.0,399.0,14,3.99
100.0,399.0,14,3.99
100.0,400.0,14,4.0
100.0,246.0,11,2.46
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,320.0,12,3.2
100.0,437.0,14,4.37
100.0,186.0,7,1.86
100.0,400.0,14,4.0
100.0,242.0,11,2.42
100.0,246.0,11,2.46
115.0,425.0,14,3.6956521739130435
100.0,339.0,12,3.39
50.0,142.0,11,2.84
100.0,218.0,9,2.18
100.0,241.0,7,2.41
100.0,246.0,11,2.46
100.0,361.0,12,3.61
100.0,250.0,11,2.5
100.0,400.0,14,4.0
227.0,600.0,12,2.643171806167401
100.0,437.0,14,4.37
50.0,208.0,11,4.16
50.0,218.0,14,4.36
100.0,245.0,11,2.45
100.0,400.0,14,4.0
100.0,440.0,14,4.4
100.0,393.0,14,3.93
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,328.0,12,3.28
100.0,465.0,14,4.65
100.0,400.0,14,4.0
100.0,464.0,14,4.64
100.0,246.0,11,2.46
115.0,200.0,9,1.7391304347826086
100.0,246.0,11,2.46
50.0,122.0,11,2.44
100.0,399.0,14,3.99
350.0,1290.0,14,3.6857142857142855
100.0,420.0,14,4.2
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,218.0,9,2.18
100.0,328.0,12,3.28
100.0,400.0,14,4.0
130.0,437.0,12,3.3615384615384616
100.0,547.0,12,5.47
100.0,400.0,14,4.0
58.0,200.0,14,3.4482758620689653
114.0,290.0,11,2.543859649122807
100.0,438.0,14,4.38
100.0,182.0,8,1.82
150.0,600.0,14,4.0
100.0,218.0,11,2.18
100.0,435.0,14,4.35
100.0,380.0,14,3.8
100.0,218.0,9,2.18
40.0,83.0,8,2.075
100.0,437.0,14,4.37
50.0,230.0,14,4.6
50.0,200.0,14,4.0
100.0,438.0,14,4.38
50.0,218.0,12,4.36
100.0,359.0,14,3.59
142.0,558.0,12,3.9295774647887325
115.0,270.0,11,2.347826086956522
100.0,437.0,14,4.37
120.0,420.0,14,3.5
100.0,437.0,14,4.37
200.0,456.0,11,2.28
100.0,106.0,7,1.06
100.0,180.0,8,1.8
50.0,219.0,14,4.38
113.0,102.0,7,0.9026548672566371
50.0,220.0,14,4.4
100.0,400.0,14,4.0
100.0,410.0,14,4.1
50.0,219.0,14,4.38
100.0,437.0,14,4.37
115.0,437.0,14,3.8
100.0,459.0,14,4.59
50.0,120.0,8,2.4
100.0,432.0,14,4.32
100.0,437.0,14,4.37
100.0,273.0,11,2.73
100.0,437.0,14,4.37
100.0,399.0,14,3.99
100.0,197.0,9,1.97
250.0,1094.0,12,4.376
100.0,448.0,14,4.48
50.0,218.0,9,4.36
100.0,246.0,11,2.46
100.0,438.0,14,4.38
150.0,650.0,14,4.333333333333333
100.0,246.0,11,2.46
100.0,164.0,9,1.64
50.0,131.0,7,2.62
100.0,200.0,9,2.0
120.0,595.0,14,4.958333333333333
100.0,436.0,14,4.36
50.0,142.0,12,2.84
100.0,459.0,14,4.59
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,240.0,11,2.4
100.0,328.0,12,3.28
112.0,434.0,14,3.875
50.0,120.0,11,2.4
100.0,399.0,14,3.99
200.0,634.0,9,3.17
100.0,328.0,12,3.28
100.0,361.0,12,3.61
100.0,390.0,14,3.9
700.0,2488.0,14,3.5542857142857143
100.0,183.0,8,1.83
50.0,218.0,14,4.36
100.0,246.0,11,2.46
100.0,328.0,12,3.28
113.0,400.0,14,3.5398230088495577
115.0,140.0,7,1.2173913043478262
100.0,438.0,14,4.38
96.0,200.0,11,2.0833333333333335
100.0,328.0,12,3.28
115.0,260.0,11,2.260869565217391
104.0,285.0,8,2.7403846153846154
100.0,437.0,14,4.37
50.0,109.0,11,2.18
100.0,437.0,14,4.37
50.0,180.0,14,3.6
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,334.0,12,3.34
100.0,437.0,14,4.37
100.0,264.0,11,2.64
100.0,400.0,14,4.0
100.0,399.0,14,3.99
115.0,225.0,9,1.9565217391304348
100.0,225.0,11,2.25
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,438.0,14,4.38
100.0,437.0,14,4.37
20.0,93.0,14,4.65
100.0,175.0,9,1.75
100.0,246.0,11,2.46
113.0,450.0,14,3.982300884955752
100.0,389.0,14,3.89
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,437.0,14,4.37
115.0,419.0,14,3.643478260869565
100.0,400.0,14,4.0
100.0,436.0,14,4.36
100.0,425.0,14,4.25
100.0,246.0,11,2.46
100.0,418.0,14,4.18
100.0,394.0,14,3.94
50.0,82.0,8,1.64
50.0,66.0,7,1.32
100.0,399.0,14,3.99
100.0,400.0,14,4.0
100.0,459.0,14,4.59
100.0,459.0,14,4.59
100.0,438.0,14,4.38
100.0,465.0,14,4.65
100.0,355.0,14,3.55
50.0,191.0,14,3.82
115.0,466.0,14,4.052173913043478
100.0,408.0,14,4.08
100.0,437.0,14,4.37
100.0,435.0,14,4.35
200.0,766.0,14,3.83
100.0,437.0,14,4.37
115.0,409.0,14,3.5565217391304347
100.0,231.0,11,2.31
100.0,437.0,14,4.37
100.0,399.0,14,3.99
100.0,463.0,14,4.63
25.0,100.0,14,4.0
100.0,437.0,14,4.37
100.0,459.0,14,4.59
50.0,137.0,14,2.74
20.0,82.0,14,4.1
100.0,436.0,14,4.36
100.0,317.0,12,3.17
100.0,438.0,14,4.38
50.0,137.0,11,2.74
100.0,438.0,14,4.38
100.0,229.0,11,2.29
100.0,400.0,14,4.0
50.0,177.0,14,3.54
100.0,437.0,14,4.37
100.0,200.0,7,2.0
55.0,400.0,14,7.2727272727272725
100.0,430.0,14,4.3
100.0,400.0,14,4.0
100.0,400.0,14,4.0
50.0,109.0,8,2.18
114.0,400.0,14,3.508771929824561
150.0,600.0,14,4.0
50.0,183.0,11,3.66
115.0,250.0,11,2.1739130434782608
113.0,97.0,7,0.8584070796460177
95.0,410.0,14,4.315789473684211
100.0,255.0,11,2.55
100.0,438.0,14,4.38
100.0,287.0,12,2.87
200.0,400.0,9,2.0
100.0,109.0,7,1.09
100.0,400.0,11,4.0
100.0,363.0,14,3.63
100.0,400.0,14,4.0
113.0,272.0,12,2.4070796460176993
100.0,246.0,11,2.46
100.0,218.0,11,2.18
50.0,200.0,9,4.0
50.0,120.0,9,2.4
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,221.0,9,2.21
100.0,438.0,14,4.38
100.0,245.0,11,2.45
100.0,435.0,14,4.35
100.0,437.0,14,4.37
100.0,437.0,14,4.37
50.0,100.0,8,2.0
50.0,109.0,12,2.18
100.0,438.0,14,4.38
269.0,760.0,14,2.825278810408922
100.0,435.0,14,4.35
100.0,437.0,14,4.37
100.0,218.0,8,2.18
